196.803, 128.953, 8.333, 18.826 False
196.525, 128.961, 8.333, 18.859 False
196.248, 128.969, 8.333, 18.892 False
195.970, 128.977, 8.333, 18.925 False
195.692, 128.985, 8.333, 18.958 False
195.415, 128.993, 8.333, 18.991 False
195.137, 129.001, 8.333, 19.024 False
194.859, 129.009, 8.333, 19.057 False
194.582, 129.017, 8.333, 19.090 False
194.304, 129.025, 8.333, 19.123 False
194.026, 129.034, 8.333, 19.156 False
193.749, 129.042, 8.333, 19.189 False
193.471, 129.050, 8.333, 19.222 False
193.193, 129.058, 8.333, 19.255 False
192.916, 129.066, 8.333, 19.288 False
192.638, 129.074, 8.333, 19.321 False
192.360, 129.082, 8.333, 19.354 False
192.083, 129.090, 8.333, 19.387 False
191.805, 129.098, 8.333, 19.420 False
191.527, 129.106, 8.333, 19.453 False
191.250, 129.114, 8.333, 19.486 False
190.972, 129.122, 8.333, 19.519 False
190.694, 129.130, 8.333, 19.552 False
190.417, 129.138, 8.333, 19.585 False
190.139, 129.146, 8.333, 19.618 False
189.861, 129.154, 8.333, 19.651 False
189.584, 129.162, 8.333, 19.684 False
189.306, 129.169, 8.333, 19.717 False
189.028, 129.177, 8.333, 19.750 False
188.751, 129.185, 8.333, 19.783 False
188.473, 129.193, 8.333, 19.816 False
188.195, 129.201, 8.333, 19.849 False
187.918, 129.209, 8.333, 19.882 False
187.640, 129.216, 8.333, 19.915 False
187.363, 129.224, 8.333, 19.948 False
187.085, 129.232, 8.333, 19.981 False
186.807, 129.239, 8.333, 20.014 False
186.530, 129.247, 8.333, 20.047 False
186.252, 129.255, 8.333, 20.080 False
185.974, 129.262, 8.333, 20.113 False
185.697, 129.270, 8.333, 20.146 False
185.419, 129.277, 8.333, 20.179 False
185.141, 129.285, 8.333, 20.212 False
184.864, 129.292, 8.333, 20.245 False
184.586, 129.299, 8.333, 20.278 False
184.308, 129.307, 8.333, 20.311 False
184.031, 129.314, 8.333, 20.344 False
183.753, 129.321, 8.333, 20.377 False
183.475, 129.328, 8.333, 20.410 False
183.198, 129.335, 8.333, 20.443 False
182.920, 129.342, 8.333, 20.476 False
182.642, 129.349, 8.333, 20.509 False
182.364, 129.356, 8.333, 20.542 False
182.087, 129.362, 8.333, 20.575 False
181.809, 129.369, 8.333, 20.608 False
181.531, 129.376, 8.333, 20.641 False
181.254, 129.383, 8.333, 20.674 False
180.976, 129.389, 8.333, 20.707 False
180.698, 129.396, 8.333, 20.740 False
180.421, 129.402, 8.333, 20.773 False
180.143, 129.409, 8.333, 20.806 False
179.865, 129.415, 8.333, 20.839 False
179.588, 129.422, 8.333, 20.872 False
179.310, 129.428, 8.333, 20.905 False
179.032, 129.434, 8.333, 20.938 False
178.754, 129.440, 8.333, 20.971 False
178.477, 129.447, 8.333, 21.004 False
178.199, 129.453, 8.333, 21.037 False
177.921, 129.459, 8.333, 21.070 False
177.644, 129.465, 8.333, 21.103 False
177.366, 129.471, 8.333, 21.136 False
177.088, 129.477, 8.333, 21.169 False
176.811, 129.483, 8.333, 21.202 False
176.533, 129.488, 8.333, 21.235 False
176.255, 129.494, 8.333, 21.268 False
175.978, 129.500, 8.333, 21.301 False
175.700, 129.506, 8.333, 21.334 False
175.422, 129.511, 8.333, 21.367 False
175.144, 129.517, 8.333, 21.400 False
174.867, 129.522, 8.333, 21.433 False
174.589, 129.528, 8.333, 21.466 False
174.311, 129.533, 8.333, 21.499 False
174.034, 129.538, 8.333, 21.532 False
173.756, 129.544, 8.333, 21.565 False
173.478, 129.549, 8.333, 21.598 False
173.200, 129.554, 8.333, 21.631 False
172.923, 129.559, 8.333, 21.664 False
172.645, 129.564, 8.333, 21.697 False
172.367, 129.569, 8.333, 21.730 False
172.089, 129.574, 8.333, 21.763 False
171.812, 129.579, 8.333, 21.796 False
171.534, 129.583, 8.333, 21.829 False
171.256, 129.588, 8.333, 21.862 False
170.979, 129.593, 8.333, 21.895 False
170.701, 129.597, 8.333, 21.928 False
